ano;questao_na_prova;situacao;id_no_site;gabarito_novas;confianca_gabarito;enunciado
2019;32;já existia (ano marcado);tumores-0014;;;Nos tumores benignos, o uso do denosumab sistêmico é indicado no tratamento do
2019;33;já existia (ano marcado);tumores-0015;;;Nos tumores malignos, a localização mais frequente do osteossarcoma parosteal e do periosteal é, respectivamente,
2019;34;já existia (ano marcado);tumores-0016;;;Na fratura patológica secundária a osteossarcoma da extremidade distal do fêmur de um adolescente, na vigência de quimioterapia, o tratamento da fratura deve ser
2019;35;já existia (ano marcado);tumores-0017;;;Nos sarcomas de tecidos moles, o rabdomiossarcoma é mais frequente
2019;36;já existia (ano marcado);conceitos-basicos-0012;;;No controle da dor, o bloqueio do nervo femoral é usado para analgesia da região do
2019;37;já existia (ano marcado);quadril-0005;;;Na lesão do músculo do iliopsoas, a manobra de LUDLOFF é realizada com
2019;38;já existia (ano marcado);pediatria-0021, quadril-0006;;;A osteotomia periacetabular de BERNESSE é indicada no tratamento da displasia congruente do quadril com o ângulo centro borda
2019;39;já existia (ano marcado);osteometabolicas-0004;;;Na osteoporose, o mecanismo de ação dos bifosfonados é de
2019;40;já existia (ano marcado);conceitos-basicos-0013;;;A infecção óssea, após osteossíntese com placa que penetra o córtex, mas não cria instabilidade axial, é classificada por CIERNY–MADER como tipo
2019;41;já existia (ano marcado);conceitos-basicos-0014;;;Na investigação da pseudoartrose, a cintilografia com uma fenda fria entre duas áreas quentes de captação corresponde ao tipo
2019;42;já existia (ano marcado);joelho-0010;;;Na instabilidade patelar, o esporão supratroclear com tróclea plana é classificada por DEJOUR como
2019;43;já existia (ano marcado);conceitos-basicos-0015;;;A osteomielite subaguda que acomete a vértebra é classificada, segundo a classificação de GLEDHILL modificada por ROBERTS, como tipo
2019;44;já existia (ano marcado);ombro-cotovelo-0008;;;Na capsulite adesiva do ombro, a sequência para manipulação sob anestesia é
2019;45;já existia (ano marcado);ombro-cotovelo-0009;;;A tendinite calcárea do ombro acomete principalmente o tendão do
2019;46;NOVA (adicionada e comentada);pediatria-0635;C;baixa;As lesões fisárias da extremidade distal do fêmur no adolescente são provocadas frequentemente por forças de
2019;47;NOVA (adicionada e comentada);pediatria-0636;D;baixa;Na deformidade plástica dos ossos do antebraço de criança com idade inferior a seis anos, a redução incruenta está indicada quando apresenta
2019;48;NOVA (adicionada e comentada);pediatria-0637;A;baixa;A fratura luxação do tornozelo de uma criança classificada como triplanar com dois fragmentos é fixada pela via
2019;49;NOVA (adicionada e comentada);pediatria-0638;A;média;Na lesão cervical baixa da criança, a ossificação incompleta simulando uma fratura compressão é mais frequentemente observada em
2019;50;NOVA (adicionada e comentada);pediatria-0639;C;alta;Na fratura supracondiliana do úmero da criança, o mecanismo de trauma associado à lesão do nervo interósseo anterior é em
2019;51;NOVA (adicionada e comentada);pediatria-0640;D;alta;Na fratura do colo do rádio da criança, o mecanismo de trauma mais frequente é
2019;52;NOVA (adicionada e comentada);pediatria-0641;B;alta;Na lesão fisária, a barra óssea com melhor resultado após a ressecção é causada por
2019;53;NOVA (adicionada e comentada);pediatria-0642;A;baixa;Na fratura do úmero proximal da criança, a lesão do plexo braquial ocorre com o desvio em
2019;54;NOVA (adicionada e comentada);pediatria-0643;D;alta;Na fratura da clavícula da criança em idade escolar, o mecanismo de trauma mais comum é
2019;55;NOVA (adicionada e comentada);pediatria-0644;A;alta;Na criança, a fratura do metacarpo localiza-se mais frequentemente
2019;56;NOVA (adicionada e comentada);pediatria-0645;C;baixa;A fratura dos ramos púbicos bilaterais da criança é classificada segundo TORODE e ZIEG, como tipo
2019;57;NOVA (adicionada e comentada);pediatria-0646;B;baixa;Na fratura metafisária proximal da tíbia da criança, a deformidade em valgo frequentemente é maior aos
2019;58;NOVA (adicionada e comentada);pediatria-0647;B;alta;Na fratura multifragmentada da diáfise do fêmur de criança de oito anos, pesando 60 kg, o tratamento melhor indicado é
2019;59;já existia (ano marcado);trauma-0022;;;Na fratura diafisária do fêmur, a associação com fratura ipsilateral do colo femoral ocorre em
2019;60;já existia (ano marcado);trauma-0023;;;A lesão mais frequente no complexo suspensório superior do ombro é a fratura da
2019;61;já existia (ano marcado);pe-tornozelo-0015;;;Na lesão crônica do tendão calcâneo, a técnica de BOSWORTH utiliza o
2019;62;já existia (ano marcado);trauma-0024;;;A fratura do corpo do navicular tipo I de SANGEORZAN é caracterizada por um traço
2019;63;já existia (ano marcado);conceitos-basicos-0016;;;Na fratura exposta da tíbia, o uso da haste intramedular fresada em detrimento a uma haste intramedular não fresada gera um aumento
2019;64;já existia (ano marcado);trauma-0025;;;A fratura por estresse na diáfise da tíbia ocorre com maior frequência por forças de
2019;65;já existia (ano marcado);trauma-0026;;;A fratura do odontoide tipo I de ANDERSON e D’ALONZO ocorre por tração do ligamento
2019;66;já existia (ano marcado);coluna-0009;;;No trauma raquimedular, o mecanismo de trauma mais frequentemente envolvido na lesão primária é
2019;67;já existia (ano marcado);trauma-0027;;;Na fratura da cabeça do rádio, tratada com artroplastia, a principal complicação é
2019;68;já existia (ano marcado);trauma-0028;;;A fratura-luxação de ESSEX–LOPRESTI consiste na lesão da membrana interóssea associada a fratura
2019;69;já existia (ano marcado);trauma-0029;;;A fratura da cabeça do fêmur associada a fratura do acetábulo é classificada por PIPKIN como tipo
2019;70;já existia (ano marcado);trauma-0030;;;A fratura subtrocantérica do adulto secundária ao uso de alendronato tem como característica
2019;71;já existia (ano marcado);trauma-0031;;;Na fratura do planalto tibial por cisalhamento posteromedial, o mecanismo de trauma é varo,
2019;72;já existia (ano marcado);trauma-0032;;;A fratura da patela com traço longitudinal ou vertical normalmente tem como mecanismo trauma direto com joelho em
2019;73;NOVA (adicionada e comentada);trauma-1085;B;alta;Na fratura diafisária da tíbia, a principal indicação do acesso suprapatelar é
2019;74;já existia (ano marcado);trauma-0033;;;Na fratura da diáfise dos ossos do antebraço, o nervo mais frequentemente lesionado durante o tratamento cirúrgico é o
2019;75;já existia (ano marcado);trauma-0034;;;Na luxação do joelho, são fatores de bom prognóstico a reconstrução precoce
2019;76;já existia (ano marcado);mao-0015;;;Na cobertura cutânea da mão, o pedículo do retalho da artéria interóssea posterior é identificado entre os músculos
2019;77;já existia (ano marcado);mao-0016;;;Na lesão do tendão extensor do polegar, a associação com lesão dos tendões do primeiro compartimento dorsal é mais frequente na zona
2019;78;já existia (ano marcado);trauma-0035, trauma-0931;;;Na fratura da extremidade distal do rádio, utiliza-se como parâmetro radiográfico para determinar a medida do comprimento radial
2019;79;já existia (ano marcado);trauma-0036;;;A fratura do tálus tipo “snowboarder” está localizada
2019;80;já existia (ano marcado);conceitos-basicos-0017;;;A placa de neutralização tem como função proteger o parafuso de tração de forças de
2019;81;já existia (ano marcado);conceitos-basicos-0018;;;Na haste intramedular, o bloqueio com dois parafusos nas regiões proximal e distal, na fratura multifragmentar da diáfise do fêmur é indicado para controlar o desvio
2019;82;já existia (ano marcado);trauma-0037;;;Na fratura do colo do fêmur, o mecanismo de trauma em rotação externa ocasiona
2019;83;já existia (ano marcado);ombro-cotovelo-0010;;;Na luxação do ombro, durante a cirurgia de LATARJET, a estrutura em risco é o nervo
2019;84;já existia (ano marcado);trauma-0038;;;Na fratura da dupla coluna multifragmentada do acetábulo, a congruência secundária ocorre em decorrência da integridade do
2019;85;já existia (ano marcado);trauma-0039;;;Nas luxações anteriores do quadril, a estrutura que atua como fulcro para a lesão da cápsula articular é o
2019;86;já existia (ano marcado);trauma-0040;;;Na fratura do sacro, a instabilidade espinopélvica está associada a fratura
2019;87;já existia (ano marcado);ombro-cotovelo-0011;;;Na rigidez do cotovelo, a localização da ossificação heterotópica pós-traumática e pós-queimadura é, respectivamente,
2019;88;já existia (ano marcado);ombro-cotovelo-0012;;;Na luxação posterolateral do cotovelo, a sequência das lesões é ligamento colateral
2019;89;já existia (ano marcado);conceitos-basicos-0019, pe-tornozelo-0016;;;A ruptura traumática do músculo gastrocnêmio ocorre durante contração
2019;90;já existia (ano marcado);conceitos-basicos-0020;;;Na fixação externa uniplanar, o aumento da estabilidade está associado a
2019;91;já existia (ano marcado);coluna-0010;;;Na embriologia da coluna vertebral, o fechamento da sincondrose entre o corpo e o arco vertebral ocorre por último na região
2019;92;já existia (ano marcado);pediatria-0022;;;Em relação ao crescimento e desenvolvimento de uma criança, é esperado aos 18 meses de idade que ela comece a
2019;93;já existia (ano marcado);ombro-cotovelo-0013;;;Na semiologia do ombro, o teste de YOKUM consite em
2019;94;já existia (ano marcado);pediatria-0023;;;Na marcha normal, a fase de
2019;95;NOVA (adicionada e comentada);pediatria-0648;D;alta;No cotovelo, o último núcleo de ossificação a se fundir no úmero distal é o
2019;96;já existia (ano marcado);tumores-0018;;;Na histologia dos tumores benignos, as lesões que apresentam células gigantes são
2019;97;já existia (ano marcado);tumores-0019;;;O tumor ósseo de localização epifisária na criança é sugestivo de
2019;98;já existia (ano marcado);pediatria-0024;;;No desenvolvimento da coxa, o centro de ossificação da cabeça do fêmur é visibilizado na radiografia
2019;99;já existia (ano marcado);conceitos-basicos-0021;;;Na avaliação do paciente com dor, o termo alodinia é utilizado quando existe
2019;100;já existia (ano marcado);conceitos-basicos-0022;;;No controle da dor, o uso da dipirona tem como mecanismo a inibição
